internalId,uuid,DE_title,EN_title,issue
21225,,Akute Entzündung,Acute Inflammation,"EN generic, DE specific"
21442,,Akute Entzündung,Acute Inflammation,"EN generic, DE specific"
22685,,Akute Kehlkopfentzündung,Acute Laryngitis,"EN generic, DE specific"
22695,,Akute Mittelohrentzündung,Otitis Media,"EN generic, DE specific"
22954,,Akute Nierenentzündung,Acute Nephritis,"EN generic, DE specific"
21374,,Alkalische Nierensteine ​​,Alkaline Kindey Stones,"EN generic, DE specific"
20013,,Allergie-Haut,Dermal Allergy,"EN generic, DE specific"
22304,,Allergische Nasenentzündung,Allergy and Rhinitis,"EN generic, DE specific"
22932,,Allgemeine Müdigkeit,General Fatigue,"EN generic, DE specific"
20971,,Altersbedingte Energiestörungen,Senile Disorders,"EN generic, DE specific"
22720,,Alzheimer-Krankheit,Alzheimer Disease,"EN generic, DE specific"
22152,,Amoeba-Leber,Amoebic Liver,"EN generic, DE specific"
21868,,Anti-Stress,Antistress,"EN generic, DE specific"
20020,,Anus-Darmausgang,Anus,"EN generic, DE specific"
22437,,Anämie,Anemia,"EN generic, DE specific"
22886,,Aphthöse Stomatitis,Aphthous Stomatitis,"EN generic, DE specific"
21426,,Arthrose des Hüftgelenks,Hip Arthritis,"EN generic, DE specific"
22305,,Asthma verursacht von Spülwürmer,Asthma caused by Ascariasis,"EN generic, DE specific"
30020,,Atemwege - Lunge,Pulmonology,"EN generic, DE specific"
21992,,Atemwege Syncytial-Virus,Respiratory Syncitial Virus,"EN generic, DE specific"
22801,,Atherosklerose der Blutgefäße,AtheroSclerosis,"EN generic, DE specific"
20871,,Atonische Lähmung,Atonic Paralysis,"EN generic, DE specific"
20389,,Auflösung Gallensteine ​​,Resolution of GallStones,"EN generic, DE specific"
21825,,Augenermüdung,Eye Fatigue,"EN generic, DE specific"
22013,,Bakterielle Infektion-Basis,Basic Bacterial Infection,"EN generic, DE specific"
22845,,Bakterielle Rippenfellentzündung,Bacterial Pleuritis,"EN generic, DE specific"
20243,,Bandscheiben-Degeneration,Disk Degeneration,"EN generic, DE specific"
22180,,Bandwürmer,Cestoid Worms,"EN generic, DE specific"
22179,,Bandwürmer Sekundär,Secondary Cestoid Worms,"EN generic, DE specific"
20145,,Bauchspeicheldrüse,Pancreas,"EN generic, DE specific"
21574,,Bauchspeicheldrüse,Pancreas,"EN generic, DE specific"
21249,,Beine Verkrümmung,Bowleg,"EN generic, DE specific"
22726,,Bewegungsstörungen,Motor Disturbance,"EN generic, DE specific"
21823,,Bindehautentzündung,Conjunctivitis,"EN generic, DE specific"
21273,,Blase-Syndrom,Urinary Bladder Syndrome,"EN generic, DE specific"
20542,,Blasen an den Füßen,Blisters on Legs,"EN generic, DE specific"
21267,,Blasen an den Füßen,Feet Blisters,"EN generic, DE specific"
22564,,Blasen-Ödem Haut,Pemphigus,"EN generic, DE specific"
30058,,Blasenentzündung,Cystitis,"EN generic, DE specific"
21401,,Blasenentzündung,Cystitis,"EN generic, DE specific"
20346,,Blutverdünnung,Hemodilution,"EN generic, DE specific"
22650,,Blutverdünnung,Hemodilution,"EN generic, DE specific"
30048,,Brustdrüsen,Mammary Glands,"EN generic, DE specific"
20784,,Brustvergrößerung,Breast Enhancement,"EN generic, DE specific"
20148,,Brustwirbelsäule,Thoracic Spine,"EN generic, DE specific"
22292,,Bäckerhefe,Bakers Yeast,"EN generic, DE specific"
20343,,Calcium-Mangel,Calcium Insufficiency,"EN generic, DE specific"
20829,,Cerebrospinalflüssigkeit,Cerebrospinal Fluid Circulation,"EN generic, DE specific"
22457,,Cholecystitis-Schmerzen,Cholecystitis Pain,"EN generic, DE specific"
22971,,Chronische Blasenentzündung,Chronic Cystitis,"EN generic, DE specific"
22427,,Chronische Entzündung der Speiseröhre,Chronic Esophagitis,"EN generic, DE specific"
22459,,Chronische Gallenblasenentzündung,Cronic Cholecystitis,"EN generic, DE specific"
22934,,Chronische Müdigkeit,Chronic Fatigue,"EN generic, DE specific"
22923,,Chronische Müdigkeit Syndrom,Chronic Fatigue Syndrome,"EN generic, DE specific"
22705,,Chronische Nasennebenhöhlenentzündung,Chronic Sinusitis,"EN generic, DE specific"
30045,,Colitis / Dickdarmkatarrh,Colitis,"EN generic, DE specific"
21974,,Coxsackie-Virus,Coxsackie Virus,"EN generic, DE specific"
20296,,Darm-Funktionsstörung,Intestine Disorders,"EN generic, DE specific"
20299,,Darm-Motilität,Intestinal Motility,"EN generic, DE specific"
20301,,Darm-Schäden,Intestinal Iinjuries,"EN generic, DE specific"
20300,,Darm-Verletzung,Intestinal Paresis,"EN generic, DE specific"
22003,,Darm-Virus,Enteric Virus,"EN generic, DE specific"
20298,,Darm-Zysten,Cyst of the Intestine,"EN generic, DE specific"
20297,,Darmentzündung,Inflammation of Intestine,"EN generic, DE specific"
22425,,Darmkrämpfe,Intestine Spasm,"EN generic, DE specific"
20302,,Darmschließmuskel,Sphincters of the Colon,"EN generic, DE specific"
21050,,Darmschließmuskel,Intestine Sphintcters,"EN generic, DE specific"
21049,,Darmstörung,Intestine Disorders,"EN generic, DE specific"
20318,,Degeneration der Bauchspeicheldrüse,Pancreas Degeneration,"EN generic, DE specific"
23014,,Dehnung-Sehnen und Muskeln,Ligament and Muscle Strain and Sprains,"EN generic, DE specific"
21088,,Denk-Zentrum,Brain Thinking Centre,"EN generic, DE specific"
23045,,Diabetiker-Geschwür,Diabetic Ulcers,"EN generic, DE specific"
23044,,Diabetischer Fuß,Diabetic Foot,"EN generic, DE specific"
23064,,DNA-Reparatur,DNA Restoration,"EN generic, DE specific"
22831,,Drogen/Medikamentenabhängigkeit,Drug Dependence,"EN generic, DE specific"
23011,,Druckgeschwüre,Pressure Ulcers,"EN generic, DE specific"
20780,,Dumpfer Lärm,Hum,"EN generic, DE specific"
20849,,Durchblutungsstörungen,Impaired Circulation,"EN generic, DE specific"
22647,,Durchblutungsstörungen,Circulation Disorder,"EN generic, DE specific"
20425,,Durchgängigkeit der Eileiter,Tubal Patency,"EN generic, DE specific"
20197,,Dünndarm,Small Intestine,"EN generic, DE specific"
22200,,Dünndarm-Parasiten,Intestinal Parasites,"EN generic, DE specific"
22430,,Dünndarmentzündung,Enteritis,"EN generic, DE specific"
22435,,Dünndarmgeschwüre,Small Intestine Ulcer,"EN generic, DE specific"
22215,,Echinococcus Bandwürmer,Echinococcus,"EN generic, DE specific"
22472,,Eierstockfunktionsstörung,Ovarian Dysfunction,"EN generic, DE specific"
20238,,Eierstöcke,Ovary,"EN generic, DE specific"
20998,,Eileiter Vergrößerung,Enlargement of Fallopian Tubes,"EN generic, DE specific"
20427,,Eileiter-Katarrhalische Entzündung,Catarrhal Inflammation of the Fallopian Tubes,"EN generic, DE specific"
22584,,Ekzem-Kein Herpes,Non Herpetic Eczema,"EN generic, DE specific"
20558,,Ekzem-Niere,Kidney Eczema,"EN generic, DE specific"
30106,,EM-Therapie-Programme,Electromagnetic Therapy Programmes,"EN generic, DE specific"
21904,,Empfindliche Zähne,Sensitive Teeth,"EN generic, DE specific"
22747,,Empfindlichkeitsstörung,Sensation Disorders,"EN generic, DE specific"
21065,,Enddarmgeschwür,Rectal Ulcer,"EN generic, DE specific"
20234,,Endokrine Drüsen,Endocrine Glands,"EN generic, DE specific"
22495,,Endometriose durch Darm-Virus,Endometreosis due to the Intestine Virus,"EN generic, DE specific"
22526,,Entgiftung - Matrix,Matrix Detoxification,"EN generic, DE specific"
20124,,Entwässerung,Dehydration,"EN generic, DE specific"
22530,,Entwässerung,Intoxication Heavy Metals Salts,"EN generic, DE specific"
21251,,Entwässerung des Organismus,Dehydration,"EN generic, DE specific"
21887,,Entzündung,Inflammation,"EN generic, DE specific"
22605,,Entzündung Allgemein,General Inflammation,"EN generic, DE specific"
22978,,Entzündung der Bauchhöhle,Encelitis,"EN generic, DE specific"
22469,,Entzündung der Beckenorgane,Pelvic Inflammatory Disease,"EN generic, DE specific"
20785,,Entzündung der Brustdrüse,Mastitis,"EN generic, DE specific"
22323,,Entzündung der Gelenke,Arthritis,"EN generic, DE specific"
20857,,Entzündung der Nerven,Nerve Inflammation,"EN generic, DE specific"
22324,,Entzündung der Sehnen,Tendinitis,"EN generic, DE specific"
20718,,Entzündung der Stimmbänder,Chorditis,"EN generic, DE specific"
21311,,Entzündung der Zahnwurzel,Inflamed Tooth Root,"EN generic, DE specific"
22888,,Entzündung des Kiefers,Gnathitis,"EN generic, DE specific"
21059,,Entzündung des Rektums,Rectum Inflammation,"EN generic, DE specific"
22488,,Entzündung des Urogenitaltraktes,Inflammation of the Genitourinary Tract,"EN generic, DE specific"
22887,,Entzündung-Zahnfleisch,Gingivitis,"EN generic, DE specific"
21274,,Entzündungen,Inflammation,"EN generic, DE specific"
20426,,Entzündungen der Eileiter,Salpingitis,"EN generic, DE specific"
20956,,Epileptische Anfälle,Epileptic Seizures,"EN generic, DE specific"
20291,,Erhöhter Säuregehalt,Peracidity,"EN generic, DE specific"
22629,,Erkältung-Grippe,Cold and Influenza,"EN generic, DE specific"
20750,,Erkältungen,Cold ARVI,"EN generic, DE specific"
20965,,Erschöpfung,Emotional Exhaustion,"EN generic, DE specific"
20052,,Eustachischen Röhren,Eustachian Tubes,"EN generic, DE specific"
22162,,Falciparum-Malaria,Malaria Falciparum,"EN generic, DE specific"
21242,,Fieber-Hitze,Fever,"EN generic, DE specific"
20122,,Fingernägel,Fingernails,"EN generic, DE specific"
22382,,Flöhe,Fleas,"EN generic, DE specific"
21316,,Fokale Infektion Mundhöhle,Focal Paradontosis,"EN generic, DE specific"
23058,,Frigidität,Frigidity,"EN generic, DE specific"
22703,,Frontale Nebenhöhlenentzündung,Frontal Sinusitis,"EN generic, DE specific"
23046,,Funktionsstörungen der Schilddrüse,Thyroid Dysfunction,"EN generic, DE specific"
22914,,Fuß Juckreiz,Itchy Feet,"EN generic, DE specific"
22105,,Fußpilz,Foot Fungus,"EN generic, DE specific"
22554,,Fußschwielen,Foot Callus,"EN generic, DE specific"
20100,,Gebärmutter,Uterus,"EN generic, DE specific"
20419,,Gebärmutter Entzündung,Inflammation of the Uterus,"EN generic, DE specific"
20421,,Gebärmutter-Myome,Uterine Myome,"EN generic, DE specific"
20422,,Gebärmutter-Tumor,Tumor of the Uterus,"EN generic, DE specific"
20420,,Gebärmutter-Zyste,Uterine Cyst,"EN generic, DE specific"
20409,,Gebärmuttervorfall,Prolapse of Uterus,"EN generic, DE specific"
22836,,Gedächtnis,Memory,"EN generic, DE specific"
20130,,Gedächtnis Zentrum,Memory Centre,"EN generic, DE specific"
22585,,Gefäßekzeme,Varicos Eczema,"EN generic, DE specific"
20670,,Gefäßsklerose,CardioSclerosis,"EN generic, DE specific"
20918,,Geh-Störungen,Ambulation Disorder,"EN generic, DE specific"
20844,,Gehirnentzündung,Brain Inflammation,"EN generic, DE specific"
21516,,Gehirnerschütterung,Brain concussion,"EN generic, DE specific"
20741,,Gehörorgane/Hören,Hearing Organs,"EN generic, DE specific"
30062,,Gelenksentzündung - Arthritis,Arthritis Treatment,"EN generic, DE specific"
21577,,Genitaldrüsen,Genital Glands,"EN generic, DE specific"
23034,,Geschlechtsdrüse,Gonad,"EN generic, DE specific"
22966,,Geschlechtsteilsekret-Talg,Smegma,"EN generic, DE specific"
21252,,Geschwächte Abwehrkräfte,Weakening of Body Defenses,"EN generic, DE specific"
21525,,Geschwür von Tropen,Trophic Ulcer,"EN generic, DE specific"
22409,,Geschwüre-Reparatur,Ulcer Repair,"EN generic, DE specific"
20261,,Geschädigte Wirbelsäule,Damaged Spinal Column,"EN generic, DE specific"
22759,,Gesichtslähmung (Gesichtsnerv),Facial Paralysis,"EN generic, DE specific"
20636,,Gestörter Blutfluss,Disorders of Blood Flow,"EN generic, DE specific"
20838,,Glaskörpertrübung,Seeing Spots,"EN generic, DE specific"
22429,,Glutenunverträglichkeit,Coeliac Disease,"EN generic, DE specific"
22242,,Grippe A-Port,Grippe A Port,"EN generic, DE specific"
22497,,Grippe B-Virus,Influenza Virus A,"EN generic, DE specific"
22256,,Grippe-Virus A,Grippe Virus A,"EN generic, DE specific"
22089,,Grüne Augentierchen,Green Euglena,"EN generic, DE specific"
21079,,Gutmütigkeit,Amiability,"EN generic, DE specific"
30080,,Gynäkologie,Gynecology,"EN generic, DE specific"
30007,,Gynäkologie und Geburtshilfe,Obstetrics and Gynaecology,"EN generic, DE specific"
21947,,Gürtelrose,Shingles,"EN generic, DE specific"
22566,,Haar-Regeneration,Hair Regeneration,"EN generic, DE specific"
20266,,Hals-Lendenwirbelsyndrom,Cervical Myositis,"EN generic, DE specific"
20949,,Hals-Lendenwirbelsäule Ischias,Cervical and Lumbarsacral Radiculitis,"EN generic, DE specific"
20208,,Hals-Zentrum,Throat Centre,"EN generic, DE specific"
20151,,Halswirbelsäule,Cervical Spine,"EN generic, DE specific"
21347,,Harnröhre,Urethra,"EN generic, DE specific"
22970,,Harnröhrenentzündung,Urethritis,"EN generic, DE specific"
21246,,Harnsäure,Uric Acid,"EN generic, DE specific"
20107,,Harnsäurebildung,Uric Acid Formation,"EN generic, DE specific"
20076,,Haut-Zentrum,Cutaneous Centre,"EN generic, DE specific"
22559,,Hautgeschwürbildung,Pyoderma,"EN generic, DE specific"
21535,,Hautgeschwüre,Cutaneous Ulcers,"EN generic, DE specific"
22083,,Helicobacter Dünndarm,Small Intestine Helicobacter,"EN generic, DE specific"
21939,,Hepatitis allgemein sekundärer,Secondary Common Hepatitis,"EN generic, DE specific"
20399,,Hepatotoxizität,Toxic Liver Lesion,"EN generic, DE specific"
22952,,Herkömmliche Nierenentzündung,Common Nephritis,"EN generic, DE specific"
21950,,Herpes Zoster Sekundär,Secondary Herpes Zoster,"EN generic, DE specific"
20598,,Herz-Arterien,Heart Arteries,"EN generic, DE specific"
20038,,Hirnanhangsdrüse,Pituitary Gland,"EN generic, DE specific"
21549,,Hirnanhangsdrüse Störungen,Pituitary Gland Disorders,"EN generic, DE specific"
20648,,Hirnschäden,Brain Damage,"EN generic, DE specific"
21492,,Hirnödem,Cerebral Edema,"EN generic, DE specific"
21295,,Hitze und Kälte,Heat and Cold,"EN generic, DE specific"
30012,,HNO Hals-Nasen-Ohr,Otolaryngologist,"EN generic, DE specific"
22957,,Hodenentzündung,Orchitis,"EN generic, DE specific"
30099,,Homöopathie Frequenzen,Homeopathic Medicine Dosing Frequency,"EN generic, DE specific"
21818,,Hornhautverkrümmung,Astigmatism,"EN generic, DE specific"
21037,,Hornhäute - beidseitig,Cornea,"EN generic, DE specific"
20951,,HWS-Syndrom,Cervical Syndrome,"EN generic, DE specific"
20613,,Hypercholesterinämie,Hypercholesteremia,"EN generic, DE specific"
21613,,Hyperglykämische Wirkung,Hyperglycemic Effect,"EN generic, DE specific"
23066,,Hyperlipidämie,Hyperlipidemia,"EN generic, DE specific"
22807,,Hyperopie-Weitsichtigkeit,Hyperopia,"EN generic, DE specific"
30041,,Hypertonie / Bluthochdruck,Hypertension,"EN generic, DE specific"
20039,,Hypophysen-Hinterlappen,Posterior Pituitary Gland,"EN generic, DE specific"
20040,,Hypophysen-Vorderlappen,Anterior Pituitary Gland,"EN generic, DE specific"
20786,,Hypoplasie der Brustdrüsen,Hypomastia,"EN generic, DE specific"
22829,,Hysterie-Syndrom,Hysteric Syndrom,"EN generic, DE specific"
30078,,Hämatologie,Hematology,"EN generic, DE specific"
30005,,Hämatologie und Immunologie,Hematology and Immunology,"EN generic, DE specific"
22981,,Hämatom,Hematoma,"EN generic, DE specific"
22438,,Hämolytische Gelbsucht,Acholuric Jaundice,"EN generic, DE specific"
22511,,Hämophilie Grippe,Haemophilus Influenzae,"EN generic, DE specific"
22983,,Hämorrhoiden,Hemorrhoid,"EN generic, DE specific"
22982,,Hämorrhoiden-Knoten,Hemorrhoidal Nodes,"EN generic, DE specific"
20779,,Hör-Frequenzen,Hearing Frequencies,"EN generic, DE specific"
22683,,Hörstörung,Hearing Disorder,"EN generic, DE specific"
20760,,Hörstörungen,Hearing Disorder,"EN generic, DE specific"
21431,,Hüftarthrose,Cox Arthrosis,"EN generic, DE specific"
20191,,Hüfte,Pelvic Joint,"EN generic, DE specific"
21521,,Hüfte,Pelvic Joint,"EN generic, DE specific"
22331,,Hüftschmerzen,Hip Pain,"EN generic, DE specific"
21143,,Infektion-Allergisches Asthma,Intrinsic Asthma,"EN generic, DE specific"
22945,,Infektion-Prostatitis,Infectious Prostatitis,"EN generic, DE specific"
22828,,Infektion-Toxische Depression,Depression of Infectious Toxic Origin,"EN generic, DE specific"
22614,,Infektionen Basis Sekundär,Basisc Secondary Infection,"EN generic, DE specific"
22504,,Influenza A und B-HC,Influenza Virus A and B HC,"EN generic, DE specific"
22758,,Ischämische Lähmung (Schlaganfall),Ischemic Paralysis,"EN generic, DE specific"
21620,,Ischämische Wirkung,Coronarogenic Effect,"EN generic, DE specific"
21403,,Juxta glomeruläre Regulierung,Juxtaglomerular Regulation,"EN generic, DE specific"
22649,,Kardiale Ödemie,Cardiac Edema,"EN generic, DE specific"
30010,,Kardiologie und Herz-Kreislauf-System,Cardiology and Cardiovascular System,"EN generic, DE specific"
22646,,Kardiologische Leitungsstörung,Cardiac Conduction Disorder,"EN generic, DE specific"
22385,,Katzenleukämie,Feline Leukemia,"EN generic, DE specific"
22313,,Kehlkopfentzündung,Laryngeal Edema,"EN generic, DE specific"
22677,,Kehlkopfentzündung,Laryngitis,"EN generic, DE specific"
21326,,Kieferentzündung,Jaw Inflammation,"EN generic, DE specific"
20781,,Klingelnder Lärm,Ringing,"EN generic, DE specific"
23001,,Knochenentzündung,Ostitis,"EN generic, DE specific"
21483,,Knochenhaut Entzündung,Periosteum Inflammation,"EN generic, DE specific"
22893,,Knochenhautentzündung,Periostitis,"EN generic, DE specific"
20344,,Knochenmark-Stimulation,Bone Marrow Stimulation,"EN generic, DE specific"
22830,,Kokainabhängigkeit,Cocaine Dependence,"EN generic, DE specific"
22414,,Koliken oder Krämpfe,Colics,"EN generic, DE specific"
21586,,Kontrollfrequenz Drüsen,Endocrine Glands Control Frequencies,"EN generic, DE specific"
20469,,Kopfschmerzen bei Eierstock-Erkrankung,Headache and Ovarian Dysfunction,"EN generic, DE specific"
22344,,Kopfschmerzen durch Funktionsstörungen des Magens,Headache due to Stomach Dysfunction,"EN generic, DE specific"
20459,,Kopfschmerzen Hirngefäße,Cerebral Blood Vessels as a Factor in a Headache,"EN generic, DE specific"
20465,,Kopfschmerzen nach Hirnschädigung,Headache after Traumatic Brain Injury,"EN generic, DE specific"
20463,,Kopfschmerzen Nasennebenhöhlen,Sinus Headache,"EN generic, DE specific"
20461,,Kopfschmerzen Prämenstruelles Syndrom,Premenstrual Syndrome Headache,"EN generic, DE specific"
20456,,Kopfschmerzen-Störungen des Sehvermögen,Vision Distortion Headache,"EN generic, DE specific"
22351,,Kopfschmerzen/Wirbelschmerzen,Vertebragenic Headache,"EN generic, DE specific"
20620,,Koronar-Gefäße,Coronary Vessels,"EN generic, DE specific"
22792,,Krampfanfälle,Convultions,"EN generic, DE specific"
22762,,Krampfhaften Lähmung,Convulsive Paralysis,"EN generic, DE specific"
21635,,Krampflösende Wirkung,Antispastic Effect,"EN generic, DE specific"
20938,,Kreativität Zentrum,Centre of Creativity,"EN generic, DE specific"
20631,,Kreislaufstörungen,Blood Circulation Disorders,"EN generic, DE specific"
22926,,Krämpfe,Spasms,"EN generic, DE specific"
20485,,Krämpfe bei Kopfschmerzen,Spasms and Headache,"EN generic, DE specific"
21283,,Krämpfe im Kniegelenk,Knee Joint Spasm,"EN generic, DE specific"
22210,,Krätze,Scabies,"EN generic, DE specific"
22580,,Krätze,Scabies,"EN generic, DE specific"
22581,,Krätzer Juckreiz,Scabious Pruritus,"EN generic, DE specific"
21123,,Kunst/Art Zentrum,Art Centre,"EN generic, DE specific"
20232,,Kältegefühl,Cold Sense,"EN generic, DE specific"
20288,,Körper Abwehrkräfte,Body Defenses,"EN generic, DE specific"
22933,,Körperliche Müdigkeit,Physical Fatigue,"EN generic, DE specific"
22918,,Körperunterkühlung,Hypothermia of the Body,"EN generic, DE specific"
20441,,Leber-und Gallenkopfschmerz,Hepatobiliary Headache,"EN generic, DE specific"
20150,,Lendenwirbelsäule,Lumbar Spine,"EN generic, DE specific"
20945,,Lesestörung,Reading Disturbance,"EN generic, DE specific"
21136,,Lesestörung,Reading Disturbance,"EN generic, DE specific"
20350,,Leukämie,Leukemia,"EN generic, DE specific"
22803,,Liedrandentzündung,Blepharitis,"EN generic, DE specific"
21179,,Luftröhre,Trachea,"EN generic, DE specific"
22371,,Lumbosakrale Nervenwurzelentzündung,Lumbosacral Radiculitis,"EN generic, DE specific"
22866,,Lungenaufblähung,Emphysema,"EN generic, DE specific"
21166,,Lungenentzündung,Pneumonia,"EN generic, DE specific"
22859,,Lungenentzündung,Pneumonia,"EN generic, DE specific"
22858,,Lungenentzündung allgemein,General Pneumonia,"EN generic, DE specific"
20641,,Lungenödem,Pulmonary Edema,"EN generic, DE specific"
22872,,Lupus-Schmetterling,Lupus Butterfly,"EN generic, DE specific"
20548,,Lupus/Tuberkulose-Haut,Lupus,"EN generic, DE specific"
22021,,Lyme-Borreliose Rocky,Rocky Borreliosis,"EN generic, DE specific"
22656,,Lymphatische Überlastung,Secondary Lymphatis Congestion,"EN generic, DE specific"
22017,,Lymphe Zecken-Borreliose,Lyme Borreliosis,"EN generic, DE specific"
21893,,Lymphe-Borreliose,Lime Disease,"EN generic, DE specific"
22659,,Lymphgefäßentzündung,Lymphangitis,"EN generic, DE specific"
22658,,Lymphknotenentzündung,Lymphadenitis,"EN generic, DE specific"
20693,,Lymphödem,Lymphatic Edema,"EN generic, DE specific"
22665,,Lymphödem,Elephntiasis,"EN generic, DE specific"
22757,,Lähmung,Paralysis,"EN generic, DE specific"
20874,,Lähmung der Zunge,Tongue Paralysis,"EN generic, DE specific"
21055,,Lähmung des Darms,Intestinal Paralysis,"EN generic, DE specific"
30059,,Magengeschwür,Gastric Ulcer,"EN generic, DE specific"
20331,,Magengeschwür,Stomac Ulcer,"EN generic, DE specific"
22424,,Magenkrämpfe,Stomach Spasm,"EN generic, DE specific"
20280,,Magenpförtner,Pyloris,"EN generic, DE specific"
20293,,Magensäure,Gastric Acidity,"EN generic, DE specific"
22420,,Magensäure,Peracidity,"EN generic, DE specific"
21920,,Masern-Impfstoff,Measles Vaccine,"EN generic, DE specific"
22832,,Medikamentöse Depression,Depression caused by Medications,"EN generic, DE specific"
22353,,Migräne,Migraine,"EN generic, DE specific"
22492,,Milchdrüse Fibroma,Mammary Gland Fibroma,"EN generic, DE specific"
20105,,Milchdrüsen,Mammary Glands,"EN generic, DE specific"
22042,,Milchsäurebakterien,Lactobacillus,"EN generic, DE specific"
30051,,Mittelohrentzündung,Otitis,"EN generic, DE specific"
